word,translation,tag
to demand details,讨底,cedict
to demand information,逼问,cedict
to demand payment,要钱,cedict
to demand perfection,求全责备,cedict
to demand repayment,要账,cedict
sparkling and translucent,晶莹,cedict
middleman and guarantor,中保,cedict
rations and fodder,粮草,cedict
acupuncture and moxibustion,砭灸术,cedict
illustrious and influential,闻达,cedict
mixed and disorganized,纷披,cedict
highly embellished and ineffectual,花拳绣腿,cedict
omniscient and omnipotent,全知全能,cedict
to suit sb's taste,对口,cedict
destitute and homeless,家破人亡,cedict
docile and obedient,百依百顺,cedict
attire and grooming,服仪,cedict
crafty and fawning,奸佞,cedict
crafty plots and machinations,阴谋诡计,cedict
looks and demeanor,容止,cedict
powerful and imposing demeanor,龙骧虎步,cedict
gray and venerable,耄耋,cedict
happiness and longevity,福寿,cedict
governance and education,理化,cedict
lies and slander,谗邪,cedict
insolent and conceited manners,狂态,cedict
according to custom,随俗,cedict
makeup and styling,妆造,cedict
mortise and tenon,卯榫,cedict
dejected and depressed,灰头土脸,cedict
convoluted and overelaborate,繁文缛节,cedict
allowed to marry,许嫁,cedict
to marry,于归,cedict
garish and beautiful,艳丽,cedict
auspicious and peaceful,祥和,cedict
fainting and giddy,头昏脑闷,cedict
bouncing and vivacious,蹦蹦跳跳,cedict
maxima and minima,极值,cedict
erudite and informed,博古通今,cedict
erudite and refined,彬蔚,cedict
hemp and ramie,麻苎,cedict
learned and erudite,博闻多识,cedict
flippant and insincere,油腔滑调,cedict
despicable and filthy,卑污,cedict
an incorrigible drunkard and lecher,沉湎酒色,cedict
hardworking and frugal,勤俭,cedict
surly and unreasoning,强横,cedict
overcast and rainy,阴雨,cedict
ovaries and testes,卵精巢,cedict
calligraphy and painting,字画,cedict
painting and calligraphy,书画,cedict
yin and yang,两仪,cedict
gray and loathsome,灰不喇唧,cedict
to eat plain rice,吃白饭,cedict
surprised and nonplussed,惊错,cedict
established and irrefutable,确凿不移,cedict
boorish and irascible,髝髞,cedict
venal and selfish behavior,损公肥私,cedict
verdant and luxuriant,苍郁,cedict
leisurely and verbose,冗散,cedict
verbose and rambling,废话连篇,cedict
split due to repeated folding,挠裂,cedict
breaded and fried cutlet,吉列,cedict
abstruse and unfathomable,艰深晦涩,cedict
corporeal and incorporeal,有无,cedict
awestruck and fearful,夔夔,cedict
sodom and gomorrah,所多玛与蛾摩拉,cedict
spendthrift and foolish,冤大头,cedict
ability and sagacity,才略,cedict
tweedledum and tweedledee,半斤八两,cedict
tricky and dissolute,油花,cedict
anime and manga,动漫,cedict
merits and demerits,功过,cedict
battledore and shuttlecock,板羽球,cedict
knowledgeable and perspicacious,博识多通,cedict
visionary and sagacious,远见卓识,cedict
capitals and lowercase letters,大小写,cedict
monstrous and multicolored,光怪陆离,cedict
ability and wisdom,才智,cedict
achievements and crimes,功罪,cedict
acting freely and irresponsibly,放羊,cedict
adults and children,大小,cedict
advantages and disadvantages,利害,cedict
adventurous and uncontrollable,心猿意马,cedict
affectionate and true,有情有义,cedict
aged and crumbling,衰朽,cedict
aggregation and dissipation,聚散,cedict
alcoholic and non-alcoholic beverages,酒水,cedict
altair and vega,牛郎织女,cedict
alternately soaring and plunging,忽高忽低,cedict
america and brazil,美巴,cedict
america and pakistan,美巴,cedict
america and panama,美巴,cedict
and poised,雍容,cedict
antigua and barbuda,安地卡及巴布达,cedict
anytime and anywhere,随时随地,cedict
apes and monkeys,猿猴,cedict
appearing and disappearing,时隐时现,cedict
arteries and veins,脉络,cedict
arts and crafts,工艺,cedict
arts and sciences,文理,cedict
backwards and forwards,往复,cedict
backwards and forwards action,往复运动,cedict
barefooted and barebreasted,徒裼,cedict
beautiful and alluring,美艳,cedict
beautiful and heartwarming,爽心悦目,cedict
beautiful and secluded,清幽,cedict
bedding and clothing,被服,cedict
behavior and appearance,品貌,cedict
beijing and guangdong,京广,cedict
beijing and shanghai,京沪,cedict
beijing and tianjin,京津,cedict
belching and retching counterflow,嗳气呕逆,cedict
benevolence and righteousness,仁义,cedict
binding and layout,装帧,cedict
birds and animals,禽兽,cedict
birds and beasts,鸟兽,cedict
bits and pieces,七零八碎,cedict
bones and ashes,骨烬,cedict
bosnia and herzegovina,波士尼亚与赫塞哥维纳,cedict
bossy and domineering,飞扬跋扈,cedict
boys and girls,少男少女,cedict
branches and knots,枝节,cedict
branches and tendrils,枝蔓,cedict
broken-hearted and weeping bitterly,涕泗滂沱,cedict
brothers and sisters,兄弟姐妹,cedict
brows and eyes,眉眼,cedict
brutal and unfeeling,惨无人道,cedict
bubbling and gurgling,沸沸扬扬,cedict
bumps and holes,凹凸,cedict
buried and concealed,潜藏,cedict
bushy and weedy,榛芜,cedict
businessmen and travelers,商旅,cedict
butterfield and swire,太古洋行,cedict
buyer and seller,二道贩子,cedict
cadres and masses,干群,cedict
calligrapher and painter,书画家,cedict
cambridge and oxford,牛桥,cedict
canoeing and kayaking,皮划艇,cedict
canoes and kayaks,皮划艇,cedict
carefully and neatly done,工整,cedict
carelessly and haphazardly,毛手毛脚,cedict
cartoons and comics,动漫,cedict
catastrophes and unnatural phenomena,天灾地孽,cedict
centipedes and millipedes,多足动物,cedict
chairs and stools,椅凳,cedict
chairs and tables,桌椅板凳,cedict
characters and numbers,字号,cedict
checks and balances,制衡,cedict
cheerful and lighthearted,欢快,cedict
cheerful and optimistic,高高兴兴,cedict
china and taiwan,中台,cedict
chosen and called,选召,cedict
cities and towns,城镇,cedict
clams and crabs,蛤蟹,cedict
clauses and sub-clauses,条目,cedict
claws and teeth,爪牙,cedict
clothing and personal adornment,服饰,cedict
collated and annotated,校释,cedict
colleges and universities,高等学校,cedict
color and luster,色泽,cedict
commentary and subcommentary,注疏,cedict
conferences and exhibitions,会议展览,cedict
confucius and mencius,孔孟,cedict
confused and disoriented,晕头转向,cedict
contributions and errors,功过,cedict
conventional reasoning and morals,常理,cedict
conventions and exhibitions,会展,cedict
cooling and heating,冷暖房,cedict
courageous and daring,敢打敢冲,cedict
cowardly and panicking,惊怯,cedict
cozy and comfortable,申申,cedict
creaking and grating,吱吱嘎嘎,cedict
creator and admin,群主,cedict
crisply and clearly,嘎然,cedict
crispy and tasty,脆爽,cedict
cultural and recreational activities,文康活动,cedict
debugging and commissioning,联调联试,cedict
demons and ghosts,魔怪,cedict
depressed and frustrated,郁卒,cedict
detailed and reliable,详实,cedict
detailed rules and regulations,细则,cedict
differences and similarities,异同,cedict
disappointed and frustrated,怅然,cedict
disappointed and unhappy,忽忽不乐,cedict
disordered and confusing,芜杂,cedict
disordered and fragmentary,凌杂米盐,cedict
dispersed and lost,散亡,cedict
distinguished and accomplished,风流,cedict
distressed and terrified,凄惶,cedict
disturbance and bloodshed,丧乱,cedict
doctors and nurses,医护,cedict
domestication and breeding,驯养繁殖,cedict
doubts and suspicions,疑团,cedict
dribs and drabs,点点滴滴,cedict
drifting and homeless,飘零,cedict
driver and conductor,司售人员,cedict
dyeing and weaving,染织,cedict
earnestly and sincerely,诚心实意,cedict
eating and drinking,饮食,cedict
edges and corners,边角,cedict
england and germany,英德,cedict
ethics and ability,德才,cedict
europe and asia,欧亚,cedict
experienced and careful,老到,cedict
experienced and knowledgeable,老成持重,cedict
extremely worried and troubled,寝食难安,cedict
eyebrows and eyelashes,眉睫,cedict
eyes and ears,耳目,cedict
factories and mines,厂矿,cedict
faster and faster,渐快,cedict
feelings and sensibilities,情面,cedict
fetters and handcuffs,镣铐,cedict
finances and taxes,财赋,cedict
fishermen and woodcutters,渔樵,cedict
fishing and hunting,渔猎,cedict
fishy and smelly,腥臭,cedict
flattering and fawning,阿谀奉承,cedict
flourishing and thriving,繁芜,cedict
flowers and plants,花卉,cedict
flowers and trees,花木,cedict
flustered and exasperated,气急败坏,cedict
fornication and insults,淫辱,cedict
fortresses and mountains,关山,cedict
freely and effortlessly,如臂使指,cedict
fujian and guangdong,闽粤,cedict
funerals and famines,丧荒,cedict
gains and losses,利害,cedict
galleries and pits,坑井,cedict
gaping and speechless,张口结舌,cedict
ghouls and bogies,魔怪,cedict
glistening and piercing,明邃,cedict
gods and buddhas,神佛,cedict
going smoothly and easily,得心应手,cedict
gongs and drums,锣鼓,cedict
government and education,政教,cedict
graceful and subdued,婉约,cedict
guangdong and kowloon,广九,cedict
guangdong and kowloon railway,广九铁路,cedict
guangnan and yanshan,广砚,cedict
habits and properties,习性,cedict
hands and feet,手足,cedict
hardships and perils,艰险,cedict
hardworking and enduring hardships,吃苦耐劳,cedict
harmonious and graceful,谐美,cedict
having likes and dislikes,偏食,cedict
hawks and hounds,鹰犬,cedict
healthy and beautiful,健美,cedict
healthy and carefree,爽健,cedict
helpless and disoriented,两眼一摸黑,cedict
hills and valleys,丘壑,cedict
historical sites and scenic spots,名胜古迹,cedict
hong kong and taiwan,港台,cedict
hourly and daily,每时每日,cedict
hubei and hunan provinces,湖广,cedict
hurried and confused,猖猖狂狂,cedict
imposing and beautiful,伟丽,cedict
inclinations and interests,情趣,cedict
india and pakistan,印巴,cedict
injuries and deaths,伤亡,cedict
injury and illness,伤病,cedict
inner and outer coffins,棺椁,cedict
ins and outs,本末,cedict
interesting and appealing,古色古香,cedict
intimacy and alienation,薄厚,cedict
inventions and innovations,发明创造,cedict
involved and tricky,绕绕,cedict
japan and korea,日朝,cedict
jiangsu and zhejiang,江浙,cedict
joyous and harmonious,其乐融融,cedict
joys and sorrows,悲欢离合,cedict
joys and tribulations,甘苦,cedict
judges and prosecutors,司法官,cedict
kitchens and bathrooms,厨卫,cedict
knotty and deeply-rooted difficulties,盘根错节,cedict
knowledgeable and experienced,博闻多识,cedict
korea and japan,韩日,cedict
labor and employer,劳雇,cedict
ladies and gentlemen,诸位,cedict
lakes and marshes,湖沼,cedict
lakes and ponds,薮泽,cedict
lanes and alleys,里弄,cedict
lanzhou and xinjiang,兰新,cedict
laws and decrees,律法,cedict
layout and graphics,美编,cedict
legs and feet,腿脚,cedict
leisurely and carefree,悠哉悠哉,cedict
leisurely and comfortable,闲适,cedict
lies and slanders,流言蜚语,cedict
likes and dislikes,喜恶,cedict
listening and speaking,听说,cedict
lost and found,失物认领,cedict
lots and lots,多多,cedict
maids and concubines,妾侍,cedict
mainland china and hong kong,陆港,cedict
marx and lenin,马列,cedict
materials and parts,料件,cedict
meanness and generosity,薄厚,cedict
men and horses,人马,cedict
mergers and acquisitions,兼并与收购,cedict
merits and achievements,功绩,cedict
merits and drawbacks,优劣,cedict
millions and millions,亿万,cedict
ministries and commissions,部委,cedict
mixed and disorderly,芜杂,cedict
monks and nuns,僧尼,cedict
mountains and rivers,山川,cedict
mountains and seas,山海,cedict
moved and inspired,感奋,cedict
movement and stillness,动静,cedict
muddled and limited,芜鄙,cedict
muscles and bones,筋骨,cedict
mysteriously and inexorably,冥冥之中,cedict
names and appearances,名相,cedict
natural and relaxed,大方,cedict
natural and unforced,行云流水,cedict
natural and unrestrained,落落大方,cedict
neighboring and allied,友邻,cedict
newspapers and periodicals,报刊,cedict
notes and commentary,诠注,cedict
odds and ends,散件,cedict
officers and men,官兵,cedict
officers and soldiers,官兵,cedict
oilfields and gasfields,油气田,cedict
older and younger,长幼,cedict
opening and closing ceremonies,开闭幕式,cedict
operations and maintenance,运维,cedict
orderly and logical,条畅,cedict
orphans and widows,孤寡,cedict
overconfident and conceited mannerisms,踶跂,cedict
pained and bewildered,凄迷,cedict
papers and books,书报,cedict
partings and reunions,悲欢离合,cedict
pavilions and kiosks,亭台楼阁,cedict
peaceful and carefree,安闲,cedict
peaceful and harmonious,静好,cedict
pearls and jades,珠玉,cedict
pedantic and impractical,迂儒,cedict
periods and commas,句读,cedict
physically and emotionally exhausted,身心俱疲,cedict
physically and mentally exhausted,力尽神危,cedict
pins and needles,戳刺感,cedict
pla commanders and fighters,指战员,cedict
plants and animals,动植物,cedict
plates and cups,盘碗,cedict
plowing and weeding,耕耘,cedict
political and economic,政经,cedict
political and government circles,政界,cedict
pornographic books and magazines,黄色书刊,cedict
positrons and electrons,正负电子,cedict
pouncing and falling,扑跌,cedict
prc and hong kong,中港,cedict
pregnancy and childbirth,孕产,cedict
princes and dukes,王公,cedict
printing and dyeing,印染,cedict
processing and curing,炮制,cedict
pros and cons,利害,cedict
prosecution and defense,原被告,cedict
prosperous and developing,兴旺发达,cedict
provinces and cities,省市,cedict
punching and kicking,拳脚,cedict
pushing and pulling,连拖带拉,cedict
qinghai and tibet,青藏,cedict
quickly and easily,三下五除二,cedict
quickly and effortlessly,三下两下,cedict
rambling and indistinct,哩哩啰啰,cedict
reading and writing,读写,cedict
rebels and traitors,乱臣贼子,cedict
regulations and restrictions,条条框框,cedict
reinforcing and reducing methods,补泻,cedict
relaxed and leisurely,啴啴,cedict
resentment and indignation,怨愤,cedict
residential and commercial,住商,cedict
reverent and respectful,毕恭毕敬,cedict
rewards and penalties,奖惩,cedict
riches and honor,富贵,cedict
ridgepole and beams,栋梁,cedict
riding and shooting,骑射,cedict
rising and falling,升降,cedict
rivers and canals,河渠,cedict
rivers and lakes,江湖,cedict
rivers and mountains,江山,cedict
rules and regulations,绳墨,cedict
rushed and muddled,忙乱,cedict
salty and unsalty,咸淡,cedict
savings deposits and loans,存贷款,cedict
scattered and fragmentary,零碎,cedict
scattered and smashed,支离破碎,cedict
